Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Quantity
China,Malaysia,"Fish live, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,11.12
China,Malaysia,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.07
China,Malaysia,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,930.11
China,Malaysia,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,2163.87
China,Malaysia,"Fish nei, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,1
China,Malaysia,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8093.53
China,Malaysia,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,13696.13
China,Malaysia,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,297.52
China,Malaysia,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7620.99
China,Malaysia,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,2588.82
China,Malaysia,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.64
China,Malaysia,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1728.33
China,Malaysia,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,45.38
China,Malaysia,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.25
China,Malaysia,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,20.57
China,Malaysia,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,194.53
China,Malaysia,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,36.05
China,Malaysia,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,68.47
China,Malaysia,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,161.22
China,Malaysia,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,34.4
China,Malaysia,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,410.31
China,Malaysia,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1767.74
China,Malaysia,"Shrimps and prawns, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,755.16
China,Malaysia,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,733.51
China,Malaysia,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10311.57
China,Malaysia,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,213.38
China,Malaysia,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,37.66
China,Malaysia,"Tuna loins and fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,32.81
China,Malaysia,"Tunas nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,300.45
China,Malaysia,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.44
China,Maldives,"Fish fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.2
China,Maldives,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.05
China,Maldives,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.12
China,Marshall Islands,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,35472.93
China,Marshall Islands,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2760.93
China,Mauritania,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,100.57
China,Mauritania,"Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,934.46
China,Mauritania,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.16
China,Mauritania,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,274.7
China,Mauritania,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1177.48
China,Mauritania,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1919.56
China,Mauritania,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,411.05
China,Mauritania,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,65732.32
China,Mauritania,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,256.66
China,Mauritania,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,131.87
China,Mauritania,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4221.13
China,Mauritania,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,362.34
China,Mauritania,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1805.9
China,Mauritania,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,142.9
China,Mauritania,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,86.38
China,Mauritania,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,50.29
China,Mauritania,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,105.31
China,Mauritania,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.59
China,Mauritania,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,13.57
China,Mauritius,"Bigeye tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,36.89
China,Mauritius,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,158.64
China,Mauritius,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2634.02
China,Mauritius,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1287.46
China,Mexico,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,34.05
China,Mexico,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,22.99
China,Mexico,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3.02
China,Mexico,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,237.55
China,Mexico,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,22.23
China,Mexico,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8885.88
China,Mexico,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,50017.32
China,Mexico,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,162
China,Mexico,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,23.28
China,Mexico,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,10677.42
China,Mexico,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,715.05
China,Mexico,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1763.32
China,Mexico,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,23.1
China,Mexico,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,763.27
China,Mexico,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8.13
China,Mexico,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,8.29
China,Mexico,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1956.48
China,Mexico,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.65
China,Mexico,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,27
China,Mexico,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.39
China,Mexico,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,6296.63
China,Mexico,"Stromboid conchs, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.32
China,"Micronesia, Fed.States of","Albacore (=Longfin tuna), frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,13.98
China,"Micronesia, Fed.States of","Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,46.52
China,"Micronesia, Fed.States of","Bigeye tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,124.87
China,"Micronesia, Fed.States of","Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.55
China,"Micronesia, Fed.States of","Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.63
China,"Micronesia, Fed.States of","Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,8394.87
China,"Micronesia, Fed.States of","Swordfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,22.21
China,"Micronesia, Fed.States of","Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,958.21
China,Mongolia,"Carps, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,20
China,Morocco,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.41
China,Morocco,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,478.34
China,Morocco,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2666.58
China,Morocco,"Fish for culture incl. ova, fingerlings etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,1.6
China,Morocco,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,159.22
China,Morocco,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,63.41
China,Morocco,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,16228.62
China,Morocco,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,207.78
China,Morocco,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,15.3
China,Morocco,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.05
China,Mozambique,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1611.28
China,Mozambique,"Crustaceans nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,47.28
China,Mozambique,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,0.24
China,Mozambique,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,99.45
China,Mozambique,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,193.61
China,Mozambique,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,48.26
China,Mozambique,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,297.32
China,Myanmar,"Catfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,524.99
China,Myanmar,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,173.86
China,Myanmar,"Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,232.74
China,Myanmar,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,178.44
China,Myanmar,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,822.4
China,Myanmar,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,416.55
China,Myanmar,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,273.09
China,Myanmar,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,37.67
China,Myanmar,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,8.42
China,Myanmar,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,62.85
China,Myanmar,"Fish live, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,36.11
China,Myanmar,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,50
China,Myanmar,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8.58
China,Myanmar,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,539.06
China,Myanmar,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,16001.65
China,Myanmar,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3055.21
China,Myanmar,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3.91
China,Myanmar,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,92.3
China,Myanmar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,82.74
China,Myanmar,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1785.9
China,Namibia,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,465.88
China,Namibia,"Fish nei, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,5.05
China,Namibia,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3249.34
China,Namibia,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,26.37
China,Namibia,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,48.73
China,Netherlands,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.73
China,Netherlands,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,13186.78
China,Netherlands,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.29
China,Netherlands,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1
China,Netherlands,"Cod nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.09
China,Netherlands,"Cods nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,18.79
China,Netherlands,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,978.03
China,Netherlands,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.15
China,Netherlands,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,605.37
China,Netherlands,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,44.61
China,Netherlands,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,6.42
China,Netherlands,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,377.07
China,Netherlands,"Flatfish nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.21
China,Netherlands,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,490.74
China,Netherlands,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,22.04
China,Netherlands,"Herrings nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2648.45
China,Netherlands,"Jack and horse mackerel, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1429.9
China,Netherlands,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,540.32
China,Netherlands,"Mussels, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.99
China,Netherlands,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,27.57
China,Netherlands,"Plaices, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,235
China,Netherlands,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,7.65
China,Netherlands,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2451.75
China,New Zealand,"Abalone (Haliotis spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,68.56
China,New Zealand,"Abalones, shucked or not, live,fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,62.7
China,New Zealand,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,25.32
China,New Zealand,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,6652.44
China,New Zealand,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,37.08
China,New Zealand,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,4.56
China,New Zealand,"Clams, shucked or not, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,16.81
China,New Zealand,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,10.08
China,New Zealand,"Crustaceans nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,494.78
China,New Zealand,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,24271.31
China,New Zealand,"Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10.67
China,New Zealand,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,22.14
China,New Zealand,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.06
China,New Zealand,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,220.14
China,New Zealand,"Fish fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.89
China,New Zealand,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,146.96
China,New Zealand,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,69.56
China,New Zealand,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.39
China,New Zealand,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,252.6
China,New Zealand,"Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.43
China,New Zealand,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,12.17
China,New Zealand,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.73
China,New Zealand,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,13244.7
China,New Zealand,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,7791.66
China,New Zealand,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,18.5
China,New Zealand,"Flatfish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.51
China,New Zealand,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9.66
China,New Zealand,"Gadiformes fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,225.58
China,New Zealand,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,16694.61
China,New Zealand,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,486.51
China,New Zealand,"Hake nei fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,105.95
China,New Zealand,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1099.45
China,New Zealand,"Jack and horse mackerel, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7257.38
China,New Zealand,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,16.96
China,New Zealand,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,4.32
China,New Zealand,"Mussels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3749.09
China,New Zealand,"Mussels, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.7
China,New Zealand,"Mussels, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,945.08
China,New Zealand,"Oysters, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.23
China,New Zealand,"Oysters, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7.82
China,New Zealand,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,140.69
China,New Zealand,"Pacific salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,350.52
China,New Zealand,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,227.38
China,New Zealand,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,244.56
China,New Zealand,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2499.86
China,New Zealand,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.46
China,New Zealand,"Salmon fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.37
China,New Zealand,"Salmon fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7.14
China,New Zealand,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,New Zealand,"Sea-cucumber, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.17
China,New Zealand,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,214.62
China,New Zealand,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,23.18
China,New Zealand,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1.09
China,New Zealand,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3.81
China,New Zealand,"Toothfish (Dissostichus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,188.94
China,New Zealand,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1.98
China,Nicaragua,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.01
China,Nigeria,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.25
China,Norway,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2940.54
China,Norway,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,25551.15
China,Norway,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,120.39
China,Norway,Caviar substitutes,Imports,Tonnes - net product weight,Tonnes - net product weight,0.19
China,Norway,"Cod nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,23.86
China,Norway,"Cods nei, dried,  whether or not salted",Imports,Tonnes - net product weight,Tonnes - net product weight,0.52
China,Norway,"Cods nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,28230.67
China,Norway,"Cods, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.69
China,Norway,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,13.84
China,Norway,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,310.48
China,Norway,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,138.71
China,Norway,"Crustaceans nei, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,4.09
China,Norway,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,367.08
China,Norway,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,34.34
China,Norway,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,148
China,Norway,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4536.82
China,Norway,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,31.57
China,Norway,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,106.52
China,Norway,"Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,10.69
China,Norway,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.42
China,Norway,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,14078.29
China,Norway,"Fishmeal fit for human consumption, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,10.68
China,Norway,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5.14
China,Norway,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,45.37
China,Norway,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,53.29
China,Norway,"Gadiformes, fillets, dried, salted or in brine, not smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,13
