Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Quantity
China,Albania,"Fish nei, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,0.29
China,Argentina,"Alaska pollock fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Argentina,"Anchovies, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,158.53
China,Argentina,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,46.14
China,Argentina,"Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,515.35
China,Argentina,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10.7
China,Argentina,"Croakers, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.25
China,Argentina,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,24998.89
China,Argentina,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,538.99
China,Argentina,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,366.9
China,Argentina,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4882.44
China,Argentina,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1285.23
China,Argentina,"Gadiformes fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2429.07
China,Argentina,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,608.24
China,Argentina,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,31.21
China,Argentina,"Hake nei fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,27.2
China,Argentina,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1337.67
China,Argentina,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,175.01
China,Argentina,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,223.16
China,Argentina,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,35013.66
China,Argentina,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,85.26
China,Argentina,"Toothfish (Dissostichus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,718.62
China,Argentina,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4.91
China,Australia,"Abalone (Haliotis spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,65.26
China,Australia,"Abalone meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,23.93
China,Australia,"Abalones, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,14.29
China,Australia,"Abalones, shucked or not, live,fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,837.84
China,Australia,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.15
China,Australia,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,51.15
China,Australia,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,6754.15
China,Australia,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Australia,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,9.04
China,Australia,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,73.64
China,Australia,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,113.25
China,Australia,"Crustaceans nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Australia,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Australia,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.09
China,Australia,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,18.15
China,Australia,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1925.81
China,Australia,"Fish fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.06
China,Australia,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,7.29
China,Australia,"Fish for culture incl. ova, fingerlings etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,0.28
China,Australia,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,131.44
China,Australia,"Fish live, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,72.24
China,Australia,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,102.23
China,Australia,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.07
China,Australia,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.05
China,Australia,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,23.26
China,Australia,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,708.7
China,Australia,"Gadiformes fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.7
China,Australia,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,73.46
China,Australia,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Australia,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,2.95
China,Australia,"Mussels, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,18.29
China,Australia,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,17.34
China,Australia,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1.52
China,Australia,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Australia,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Australia,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,6
China,Australia,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.01
China,Australia,"Puffer, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Australia,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8357.26
China,Australia,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3.86
China,Australia,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Australia,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Australia,"Scallops, including queen scallop, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,76
China,Australia,"Scallops, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,Australia,"Seabass, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.33
China,Australia,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2174.14
China,Australia,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,81.57
China,Australia,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,8.79
China,Australia,"Toothfish (Dissostichus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1505.54
China,Australia,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.05
China,Bangladesh,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,42.03
China,Bangladesh,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,22.67
China,Bangladesh,"Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,110.76
China,Bangladesh,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5.38
China,Bangladesh,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,7843.07
China,Bangladesh,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2038.4
China,Bangladesh,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,281.63
China,Bangladesh,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,253.34
China,Bangladesh,"Fish live, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,6692.42
China,Bangladesh,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,926.63
China,Bangladesh,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,872.53
China,Bangladesh,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,309.08
China,Bangladesh,"Pomfrets, ocean breams, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,5.95
China,Bangladesh,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,355.65
China,Bangladesh,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,47.14
China,Bangladesh,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,294.34
China,Bangladesh,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.65
China,Belgium,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2.95
China,Brazil,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,542.5
China,Brazil,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,23.5
China,Brazil,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3
China,Brazil,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2558.28
China,Brazil,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3061.32
China,Brazil,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,78.76
China,Brazil,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,7
China,Brazil,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.88
China,Brazil,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,102.97
China,Brazil,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,867.37
China,Brunei Darussalam,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,31.13
China,Brunei Darussalam,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.95
China,Brunei Darussalam,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.95
China,Brunei Darussalam,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,37.31
China,Brunei Darussalam,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.06
China,Brunei Darussalam,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,84.92
China,Brunei Darussalam,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,9.48
China,Brunei Darussalam,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,60.41
China,Bulgaria,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,242.84
China,Canada,"Alaska pollock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1282.75
China,Canada,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,21270.49
China,Canada,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2709.35
China,Canada,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10365.7
China,Canada,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,706.52
China,Canada,"Clams, cockles, arkshells, etc., prep. or pres., nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.34
China,Canada,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5597.52
China,Canada,"Clams, prep. or pres., whether or not in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,198.8
China,Canada,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,374.36
China,Canada,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,2.72
China,Canada,"Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,83.01
China,Canada,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5165.19
China,Canada,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,5918.3
China,Canada,"Crustaceans nei, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Canada,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,0.19
China,Canada,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.12
China,Canada,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,55.19
China,Canada,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Canada,"Fish for culture incl. ova, fingerlings etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,16.88
China,Canada,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,48.17
China,Canada,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,6484.28
China,Canada,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.23
China,Canada,"Fish nei, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Canada,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1963.96
China,Canada,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,8060.16
China,Canada,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,11740.57
China,Canada,"Haddock fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,21.91
China,Canada,"Haddock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,285.95
China,Canada,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,17487.24
China,Canada,"Halibuts nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,68.67
China,Canada,"Herrings nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2055.27
China,Canada,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,242.99
China,Canada,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,196.63
China,Canada,"Lobster tails or meat, prep. or pres.",Imports,Tonnes - net product weight,Tonnes - net product weight,238.94
China,Canada,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,140.21
China,Canada,"Marine mammal oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.66
China,Canada,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,111.64
China,Canada,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,250.32
China,Canada,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,881.66
China,Canada,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,282.29
China,Canada,"Mussel meat, prepared or preserved, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,17.15
China,Canada,"Mussels, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.27
China,Canada,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,9.4
China,Canada,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,6.55
China,Canada,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,91.28
China,Canada,"Pacific salmons, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,145.83
China,Canada,"Plaices, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,23.99
China,Canada,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,24.75
China,Canada,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,30.89
China,Canada,"Salmonoids, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,628.69
China,Canada,"Scallops, including queen scallop, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,127.95
China,Canada,"Scallops, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.05
China,Canada,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2042.75
China,Canada,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,210.15
China,Canada,"Sea-cucumber, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,92.33
China,Canada,"Sea-urchin, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,42.95
China,Canada,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,27154.26
China,Canada,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.09
China,Canada,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,269.91
China,Canada,"Shrimps and prawns, prep. or pres., not in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,1.04
China,Canada,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.16
China,Canada,"Trouts and chars, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Chile,"Abalone (Haliotis spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Chile,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,25237.4
China,Chile,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,13919.64
China,Chile,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Chile,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3202.56
China,Chile,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.84
China,Chile,"Cuttlefish and squid, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,107.98
China,Chile,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,24
China,Chile,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,11832.7
China,Chile,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,6759.17
China,Chile,"Fish fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,Chile,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,227.32
China,Chile,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,18.53
China,Chile,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,351.44
China,Chile,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,63907
China,Chile,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.68
China,Chile,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.02
China,Chile,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.29
China,Chile,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,21
China,Chile,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,84
China,Chile,"Mussel meat, prepared or preserved, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1099.98
China,Chile,"Mussels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.28
China,Chile,"Pacific salmons, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1518.63
China,Chile,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,25.78
China,Chile,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,41.49
China,Chile,"Salmon fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,10.11
China,Chile,"Salmon fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,246.85
China,Chile,"Salmonoids, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,405
China,Chile,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Chile,"Scallops, including queen scallops, dried, salted or in brine; smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,5.99
China,Chile,"Scallops, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.01
China,Chile,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9
China,Chile,"Sea-cucumber, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,12.52
China,Chile,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,15.51
China,Chile,"Toothfish (Dissostichus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,865.22
China,Chile,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,53.56
China,Chile,"Trout fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.05
China,Chile,"Trouts and chars, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,806.84
China,China,"Abalone meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,China,"Alaska pollock fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,50.83
China,China,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,24.85
China,China,"Bigeye tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,154.26
China,China,"Cod nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.25
China,China,"Cods nei, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,0.38
China,China,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.71
China,China,"Cuttlefish and squid, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,37.97
China,China,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2164.73
China,China,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,6.55
China,China,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,45.99
China,China,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,6.94
China,China,"Fish dried, whether or not salted, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,12
China,China,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,20
China,China,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,54.2
China,China,"Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,19.19
China,China,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,9
China,China,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,88.15
China,China,"Flatfish nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,17.43
China,China,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,77.79
China,China,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2173.42
China,China,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,48.83
China,China,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1429.29
China,China,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3.05
China,China,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,36.9
China,China,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,17.29
China,China,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,426.73
China,China,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,15.19
China,China,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,35.12
China,China,"River eels, prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,23
China,China,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,845.5
China,China,"Scallop meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,1.2
China,China,"Scallops, including queen scallop, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10.64
China,China,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,73.66
China,China,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,34.79
China,China,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3698.24
China,China,"Swordfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,34.01
China,China,"Trout fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5.11
