Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
China,"Oyster meat, prepared or preserved, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8122,7614,7281,7976,8166,7822,8578,6432.79
China,"Oysters, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,351,462.86
China,"Oysters, live fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,730,589,391,497,31,133,231,2565,2493,2609,2230,2140,1449,1684,2151,6454,10823,17056,17584,17404,12268,2462,1346,2402,2629,2709,1775,999,944,819,775,877,907,896,917.92
China,"Oysters, other than live, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,377,511,511,845,219,76,10.49
China,"Pacific salmons, frozen, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,269,156,0,0,24,123,45,91,0,99,560,257,192,420,4504,5907,6672,4095,4226,3049,3173,4178,4538,3496,2915,3055,3273,3413.6
China,"Plaices, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,160,613,199,302,109,74,9,25,14,7,21,30,24,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Plaices, frozen, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1964,2234,3171,2828,1643,1994,1664,2456,2687,4710,6249,6770,10241,12989,11445,11774,11378,11399,14382,17164,11498,4349,2579,1735,910,722,306,259.15
China,"Pomfrets, ocean breams, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,163,143,626,44,28,0,4,446,1670,1720,1430,579,937,805,1293,1504,1155,961,1326.97
China,"Pomfrets, ocean breams, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4527,7039,7349,8121,7001,8480,8306,6726,7183,10542,19781,19799,26553,35962,31325,24089,17498,15761,18456,12481.73
China,"Puffer, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2443,2142,1297,860,708,114,147,396,424,42,40,48,49,37.63
China,"Rays and skates (Rajidae) meat, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
China,"Rays and skates (Rajidae), fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,535,550,456,213,294,318,368.31
China,"Rays and skates (Rajidae), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,82,34,701,554,56,152,243.97
China,"River eels, prepared or preserved, not minced, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,46512,53005,58239,69828,73322,66996,53653,60860,42449,46646,48182,28696,32115,36482,35199,32529,28622,29183,34733,35207,35557,39026,39223.71
China,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), dried, salted or in brine, smoked",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,15.41
China,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,436,456,1330,2747,1465,1419,1981,2541,385,1102,679,922,1155,1298,1281,738,81,31,67,22,143,232,198,166,137,150,146,146.88
China,"Rock lobster and other sea crawfish, not frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,26,11,7,125,14,2,16,21,4,2,1,1,2,1,0,0,0,1,22,4,26,0,0,1,51,0,0,0
China,"Saithe (=Pollock) fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9860,10075,10566,7763,7390,7808,9287,9907.28
China,"Saithe (=Pollock), fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Saithe (=Pollock), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,3958,1412,396,272,0,0,0,45,26,115,180,97,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Salmon fillets, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,98,8,3.74
China,"Salmon fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73774,80639,102802,79026,88026,93577,89107,85039.12
China,"Salmon nei, not minced, prepared or preserved",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,57,0,1,427,833,1656,1698,1165,1645,1367,421,217,144,1051,1174,1187,1870,2548,5651,4637,5891,6371,7010,4968,3619,3869,3970,4715.07
China,"Salmonoids meat, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,59,25,0,0,0,0
China,"Salmonoids, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,298,31,15,2,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
China,"Salmonoids, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,526,30,180,144,123,40,30,24,42,0,69,4,40,12,0,11,0,90,187,84,980,676,0,11,202,424,130,473.69
China,"Salmons, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,152,20,10,0,8,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Salmons, smoked",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,29,72,22,54,111,194,148,247,64,174,149,142,85,115,149,152,583,522,346,203,284,292.2
China,"Saltwater fish nei, live",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,242,312,385,181,148,142,319,155,134,92,235,280,246,328.2
China,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,38,30,66,9,0,37,18,17,25,9,0,1,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0
China,"Sardines, sardinellas, brisling or sprats, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,156,114,84,891,56,0,400,973,845,1142,2750,4204,3639,4699,6744,7250,1875,6831,38566,126926,120134,112391,97063,66737,61099,53631,51223,58943.72
China,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,57,70,317,486,17,312,1247,1582,1642,2158,3144,3134,5012,11303,8212,8233,8863,9561,12823,12404,18141,23502,23019,20297,28289,33279,27462,40834.51
China,"Scallop meat, prepared or preserved",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6192,7503,8743,7904,5928,7623,7871,8958.27
China,"Scallops, including queen scallop, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18909,21935,20143.6
China,"Scallops, live, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,5558,6416,7360,7136,5509,7732,4140,16345,18644,10723,14269,4450,3823,2904,3898,3982,4197,3824,4777,7670,5162,2111,2835,1535,854,578,322,512.9
China,"Scallops, other than live, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,5,51,453,272,2160,5115,3943,9106,12235,24557,22973,23548,20711,12939,8890,10587,9843,11785,8591,8858,12878,13112,11638,12806,12493,21143,22160,15734,21449,26271,25616,27738,3330,1055,857.76
China,"Sea-cucumber, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,127,74.89
China,"Sea-cucumber, live, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.27
China,"Sea-cucumber, other than live, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,37,55,64,0,16,11,21,88,298,653,581,152,36,76,186,275,115,75,107,715,844,3338,4400,2335,245,223,34,96.61
China,"Sea-cucumber, prepared or preserved",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,774,986,502,144,24,29,36.91
China,"Sea-urchin, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,68,200.6
China,"Sea-urchin, live, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,126,204,196,199,183,101,109.1
China,"Sea-urchin, other than live, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,123,92,43,50,3,2,0.48
China,"Sea-urchin, prepared or preserved",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,21,27,7,4,14,18.38
China,"Seabass, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
China,"Seabass, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,1,0,12,1,9,0,0,11,106,24,116,550,151,275,236,0,0,0,56,123,109,860,1477,321,1626,1116,488.73
China,"Shark fins, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
China,"Shark fins, prepared or preserved",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,188,143,47,93,110,146,87,57,86,41,59,113,107,102.82
China,"Shark fins, smoked, dried, whether or not salted, etc.",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1177,1214,1353,0,2192,2420,2005,2014,2065,1693,1814,2199,2476,1349,381,409,347,289,204,343,252,293,278,283,240,170,129,109.55
China,"Sharks nei, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,2,22,25,0,0,0,0,0,4,30,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
China,"Shrimps and prawns (Pandalus spp.), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,127,49,0,0,0,0,0,0,10,61,285,227,338,404,249,314,741,568.39
China,"Shrimps and prawns Pandalus spp, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,9,28.45
China,"Shrimps and prawns, dried, salted or in brine, smoked nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,1079,2510,1907,1332,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14089,14364,9987.6
China,"Shrimps and prawns, frozen, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,10000,32000,40234,77367,64073,76184,50227,49222,22899,14650,47052,11946,13472,9771,12476,17501,23527,28323,42100,41029,29421,24509,21561,12041,28487,36554,50878,0,0,0,0,0,0,0,0
China,"Shrimps and prawns, live, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,5845,2409,2137,0,1206,987,1447,53,363,2379,6599,7638,5672,3107,2009,1988,556,8492,13323,6852,2494,2572,962,1420,2418,2401,2869,2841.32
China,"Shrimps and prawns, not frozen, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,6669,4828,4371,7801,5138,13804,17747,10232,6474,12621,17617,18746,22304,18808,25538,9866,5411,16422,12683,17775,12721,10487,11601,23138,23241,0,0,0
China,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39288,36323,30146,19816,25149,29641,20051,14658.61
China,"Shrimps and prawns, peeled, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1958,1419.23
China,"Shrimps and prawns, peeled, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,20431,25128,28896,39778,32602,40875,41562,46248,0,23125,29593,28913,37083,49858,43445,33319,50310,49555,42877,17490,28099,40011,99388,105591,108465,91371,97882,99661,75234,72202,63089,51333,38639.3
China,"Shrimps and prawns, prep. or pres., in airtight containers",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49037,43280,30741,27570,30542,38676,55535,41552.88
China,"Shrimps and prawns, prep. or pres., not in airtight containers",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71300,74444,55839,40741,48074,60879,65905,52105.42
China,"Shrimps, prawns live, for breeding and other purposes",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,71,69,139,0,44,128,345,71,41,15,22,34,3,13,36,9,37,92,110,43,20,17,10,10,11,0,0,0.12
China,"Shrimps, prawns, prepared or preserved, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,791,762,681,786,3483,4902,3003,6652,19685,24009,46641,69621,102169,129008,200725,197232,182882,93588,106785,121174,0,0,0,0,0,0,0,0
China,"Skipjack tuna, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,48,0,0,0,264,183,0,0,0,0,0,0,0,0,0,0,0,0
China,"Skipjack tuna, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,45,98,400,258,32,94,334,505,824,942,2430,1608,1528,2532,9635,24551,11652,14401,24451,40257,21018,35496,52418,69984,66316,53620,61185,47692.15
China,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,476,1060,4414,2977,626,0,50,532,163,132,759,512,285,42.33
China,"Southern bluefin tuna(Thunnus maccoyii), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,4,0,0,0,0
China,"Stromboid conchs (Strombus spp), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Swordfish fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,68,27,44,40.96
China,"Swordfish meat, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,151,597,791,867,303,475,682.79
China,"Swordfish, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,20,804,912,777,2307,2748,3451,3744,3103,2870,3126.65
China,"Tilapia fillets, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,44.71
China,"Tilapia fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9121,19015,36281,53491,31206,5130,7964,134828,186587,158112,179232,182140,170370,153252,146391,136609,112719,77045.03
China,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,2,0,138,0,32,17.01
China,"Tilapias prepared or preserved, not minced",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,4725,7781,14519,90896,196081,203687,90158,59577,63379,69869,85888,92578,105467,113957,139605,196943,248712.98
China,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,22,43,65,147,750,993,457
China,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,127,0,0,0,0,0,0,0,0,0,0,0,0,2,13.95
China,"Tilapias, catfish, carp, eels, Nile perch, snakeheads, dried, whether or not salted, not smoked, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
China,"Tilapias, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,37,0,21,37,0,0,0,0,0,0,0,0,0,0,0,0,1.5
China,"Tilapias, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20833,35162,42584,38761,41869,14016,12731,33076,75721,107600,111154,134605,139073,132653,132834,130648,135189,109242.85
China,"Toothfish (Dissostichus spp.), fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,78,79,124,183,452,200,35,0,14,9,8,12.91
China,"Toothfish (Dissostichus spp.), frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,240,223,95,287,121,0,64,0,0,36.16
China,"Toothfish (Dissostichus spp.), meat, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,46,29,116,198,108,114,14,14,31,3,0
China,"Trout fillets, fresh and chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76
China,"Trout fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038,2036,1772,1591,2081,1613,949,936.73
China,Trouts and chars live,Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1,0,1,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
China,"Trouts and chars, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,8,0,3,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Trouts and chars, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,21,36,16,2,4,18,0,0,23,0,57,69,106,485,986,116,13,70,44,50,12,376,385,393,891.22
China,"Trouts and chars, smoked",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,760,535,649,680,648,588,630.39
China,"Tuna loins and fillets, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,2852,6327,8741,8273,9287,12783,12669.31
China,"Tunas nei, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,186,80,929,226,78,2363,5136,2958,790,4322,7626,4745,908,497,1577,394,1778,2949,2962,2649,1580,517,2980,2859,2316,1771,1141,647.08
China,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,26,104,56,142,121,347,1633,856,821,2055,2897,3125,3560,7558,14540,21749,35457,26929,36631,52163,56887,73137,84523,83263,89156,91063,105794,123436.86
China,"Tunas, fresh or chilled, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,33,11,2,58,102,359,10,7,128,25,0,0,0,0,19,5,11,7,0,0,0,0,77,0,0,0,0,0
China,"Turbot, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
China,"Turbots, frozen",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,323,8,78,39,74,0
China,"Yellowfin tuna, fresh or chilled",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,22,0,3,16,1,13,3,19,127,38,1,8,21,18,9,0,0,0,0,0,0,0,0,0,0,0
China,"Yellowfin tuna, frozen, nei",Exports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,6,0,109,59,131,148,14,36,44,17,0,0,0,35,771,833,894,2027,3615,6577,10497,12375,24996,29014,30577,33262,16742,24205.49
