Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Value
China,Albania,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,6.03
China,Argentina,"Alaska pollock fillets, frozen",Imports,Value (USD 1000),USD 1000,1.04
China,Argentina,"Anchovies, salted or in brine",Imports,Value (USD 1000),USD 1000,475.59
China,Argentina,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,285.71
China,Argentina,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,895.03
China,Argentina,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,193.15
China,Argentina,"Croakers, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.09
China,Argentina,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,68928
China,Argentina,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,2184.64
China,Argentina,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,1244.33
China,Argentina,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,7443.38
China,Argentina,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,1952.19
China,Argentina,"Gadiformes fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,7716.43
China,Argentina,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,1430.6
China,Argentina,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,46.81
China,Argentina,"Hake nei fillets, frozen",Imports,Value (USD 1000),USD 1000,47.11
China,Argentina,"Hakes nei, frozen",Imports,Value (USD 1000),USD 1000,3285.83
China,Argentina,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,464.43
China,Argentina,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,196.92
China,Argentina,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,253246.05
China,Argentina,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,954.67
China,Argentina,"Toothfish (Dissostichus spp.), frozen",Imports,Value (USD 1000),USD 1000,17415.44
China,Argentina,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Value (USD 1000),USD 1000,27.1
China,Australia,"Abalone (Haliotis spp.), frozen",Imports,Value (USD 1000),USD 1000,5340.54
China,Australia,"Abalone meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,516.13
China,Australia,"Abalones, dried, salted or in brine, smoked",Imports,Value (USD 1000),USD 1000,2002.88
China,Australia,"Abalones, shucked or not, live,fresh or chilled",Imports,Value (USD 1000),USD 1000,52487.51
China,Australia,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,30.89
China,Australia,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,1250.82
China,Australia,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,51902.36
China,Australia,"Clams, cockles, arkshells, frozen",Imports,Value (USD 1000),USD 1000,1.05
China,Australia,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,257.55
China,Australia,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,716.97
China,Australia,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,3668.98
China,Australia,"Crustaceans nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,0.53
China,Australia,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,6.93
China,Australia,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,0.64
China,Australia,Eels and elvers live,Imports,Value (USD 1000),USD 1000,166.59
China,Australia,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,52732.73
China,Australia,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1.41
China,Australia,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,136.37
China,Australia,"Fish for culture incl. ova, fingerlings etc.",Imports,Value (USD 1000),USD 1000,191.45
China,Australia,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,227.59
China,Australia,"Fish live, nei",Imports,Value (USD 1000),USD 1000,2198.14
China,Australia,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,11447.37
China,Australia,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.92
China,Australia,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,1.09
China,Australia,"Fish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,261.59
China,Australia,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,4152.35
China,Australia,"Gadiformes fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,4.77
China,Australia,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,195.25
China,Australia,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.19
China,Australia,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,235.85
China,Australia,"Mussels, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,109.17
China,Australia,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,482.44
China,Australia,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,31.7
China,Australia,"Octopus, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.22
China,Australia,Ornamental saltwater fish,Imports,Value (USD 1000),USD 1000,0.75
China,Australia,"Other aquatic invertebrates, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,527.5
China,Australia,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,52.44
China,Australia,"Puffer, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.07
China,Australia,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,517753.97
China,Australia,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,203.69
China,Australia,"Salmon nei, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.06
China,Australia,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,0.17
China,Australia,"Scallops, including queen scallop, frozen",Imports,Value (USD 1000),USD 1000,1287.99
China,Australia,"Scallops, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.19
China,Australia,"Seabass, fresh or chilled",Imports,Value (USD 1000),USD 1000,5.5
China,Australia,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,22199.93
China,Australia,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Imports,Value (USD 1000),USD 1000,1214.3
China,Australia,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Value (USD 1000),USD 1000,451.93
China,Australia,"Toothfish (Dissostichus spp.), frozen",Imports,Value (USD 1000),USD 1000,41081.57
China,Australia,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,0.4
China,Bangladesh,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,189.45
China,Bangladesh,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,195.83
China,Bangladesh,"Common sole (Solea Solea), frozen",Imports,Value (USD 1000),USD 1000,74.43
China,Bangladesh,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,33.97
China,Bangladesh,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,59007.78
China,Bangladesh,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,5406.88
China,Bangladesh,Eels and elvers live,Imports,Value (USD 1000),USD 1000,1237.72
China,Bangladesh,"Eels, frozen",Imports,Value (USD 1000),USD 1000,555.13
China,Bangladesh,"Fish live, nei",Imports,Value (USD 1000),USD 1000,27705.45
China,Bangladesh,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1936.43
China,Bangladesh,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,865.64
China,Bangladesh,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,672.98
China,Bangladesh,"Pomfrets, ocean breams, fresh or chilled",Imports,Value (USD 1000),USD 1000,63.13
China,Bangladesh,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,2948.43
China,Bangladesh,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,43.14
China,Bangladesh,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,2893.73
China,Bangladesh,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,8.17
China,Belgium,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,638.24
China,Brazil,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,1629.98
China,Brazil,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,3849.77
China,Brazil,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,4.81
China,Brazil,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,5191.01
China,Brazil,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,5486.9
China,Brazil,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,641.23
China,Brazil,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,868.28
China,Brazil,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,6.66
China,Brazil,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,4308.46
China,Brazil,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,16913.8
China,Brunei Darussalam,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,391.19
China,Brunei Darussalam,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,10.71
China,Brunei Darussalam,"Eels, frozen",Imports,Value (USD 1000),USD 1000,1.24
China,Brunei Darussalam,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,50.28
China,Brunei Darussalam,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,2.68
China,Brunei Darussalam,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,872.75
China,Brunei Darussalam,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Value (USD 1000),USD 1000,139.03
China,Brunei Darussalam,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,60.53
China,Bulgaria,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,2099.7
China,Canada,"Alaska pollock, frozen",Imports,Value (USD 1000),USD 1000,1709.57
China,Canada,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,463211.41
China,Canada,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,35798.36
China,Canada,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,16148.06
China,Canada,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,6456.74
China,Canada,"Clams, cockles, arkshells, etc., prep. or pres., nei",Imports,Value (USD 1000),USD 1000,8.43
China,Canada,"Clams, cockles, arkshells, frozen",Imports,Value (USD 1000),USD 1000,59569.56
China,Canada,"Clams, prep. or pres., whether or not in airtight containers",Imports,Value (USD 1000),USD 1000,840.77
China,Canada,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,10449
China,Canada,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled",Imports,Value (USD 1000),USD 1000,101.34
China,Canada,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,165.92
China,Canada,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,71360.69
China,Canada,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,110663.92
China,Canada,"Crustaceans nei, dried, salted or in brine, smoked",Imports,Value (USD 1000),USD 1000,0.34
China,Canada,Eels and elvers live,Imports,Value (USD 1000),USD 1000,2.44
China,Canada,"Eels, frozen",Imports,Value (USD 1000),USD 1000,1.2
China,Canada,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,2597.81
China,Canada,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,1.32
China,Canada,"Fish for culture incl. ova, fingerlings etc.",Imports,Value (USD 1000),USD 1000,2532.57
China,Canada,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,177.6
China,Canada,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,23379.47
China,Canada,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,19.59
China,Canada,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,1.86
China,Canada,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,6017.88
China,Canada,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,15331.75
China,Canada,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,75086.55
China,Canada,"Haddock fillets, frozen",Imports,Value (USD 1000),USD 1000,132.55
China,Canada,"Haddock, frozen",Imports,Value (USD 1000),USD 1000,916.23
China,Canada,"Hakes nei, frozen",Imports,Value (USD 1000),USD 1000,26313.48
China,Canada,"Halibuts nei, frozen",Imports,Value (USD 1000),USD 1000,334.31
China,Canada,"Herrings nei, frozen",Imports,Value (USD 1000),USD 1000,2302.27
China,Canada,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Value (USD 1000),USD 1000,2101.17
China,Canada,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,1023.87
China,Canada,"Lobster tails or meat, prep. or pres.",Imports,Value (USD 1000),USD 1000,597.35
China,Canada,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,255.18
China,Canada,"Marine mammal oils, nei",Imports,Value (USD 1000),USD 1000,35.09
China,Canada,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,620.44
China,Canada,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,1814.15
China,Canada,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,30396.36
China,Canada,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,2284.13
China,Canada,"Mussel meat, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,66.42
China,Canada,"Mussels, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,9.02
China,Canada,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Value (USD 1000),USD 1000,19.79
China,Canada,"Other aquatic invertebrates, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,339.48
China,Canada,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,680.55
China,Canada,"Pacific salmons, frozen, nei",Imports,Value (USD 1000),USD 1000,503.57
China,Canada,"Plaices, frozen, nei",Imports,Value (USD 1000),USD 1000,48.12
China,Canada,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,53.21
China,Canada,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,423.11
China,Canada,"Salmonoids, frozen",Imports,Value (USD 1000),USD 1000,2204.28
China,Canada,"Scallops, including queen scallop, frozen",Imports,Value (USD 1000),USD 1000,3148.92
China,Canada,"Scallops, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1.74
China,Canada,"Sea-cucumber, frozen",Imports,Value (USD 1000),USD 1000,10529.76
China,Canada,"Sea-cucumber, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,5656.52
China,Canada,"Sea-cucumber, prepared or preserved",Imports,Value (USD 1000),USD 1000,3583.49
China,Canada,"Sea-urchin, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,787.2
China,Canada,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,128917.57
China,Canada,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2.98
China,Canada,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,7259.37
China,Canada,"Shrimps and prawns, prep. or pres., not in airtight containers",Imports,Value (USD 1000),USD 1000,5.74
China,Canada,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",Imports,Value (USD 1000),USD 1000,1.71
China,Canada,"Trouts and chars, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.29
China,Chile,"Abalone (Haliotis spp.), frozen",Imports,Value (USD 1000),USD 1000,0.01
China,Chile,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,244730.48
China,Chile,"Atlantic salmon and Danube salmon, frozen",Imports,Value (USD 1000),USD 1000,88843.65
China,Chile,"Clams, cockles, arkshells, frozen",Imports,Value (USD 1000),USD 1000,0.22
China,Chile,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,59992.39
China,Chile,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,16.02
China,Chile,"Cuttlefish and squid, prepared or preserved",Imports,Value (USD 1000),USD 1000,379.29
China,Chile,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Value (USD 1000),USD 1000,72
China,Chile,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,20244.52
China,Chile,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,7380.93
China,Chile,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.41
China,Chile,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,442.29
China,Chile,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,247.62
China,Chile,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1317.06
China,Chile,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,97150.64
China,Chile,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,44.58
China,Chile,"Hakes nei, frozen",Imports,Value (USD 1000),USD 1000,72.88
China,Chile,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,0.58
China,Chile,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,443.3
China,Chile,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,738.08
China,Chile,"Mussel meat, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,2772.43
China,Chile,"Mussels nei, frozen",Imports,Value (USD 1000),USD 1000,7.47
China,Chile,"Pacific salmons, frozen, nei",Imports,Value (USD 1000),USD 1000,8713.85
China,Chile,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,38.66
China,Chile,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2126.78
China,Chile,"Salmon fillets, fresh or chilled",Imports,Value (USD 1000),USD 1000,116.01
China,Chile,"Salmon fillets, frozen",Imports,Value (USD 1000),USD 1000,2953.26
China,Chile,"Salmonoids, frozen",Imports,Value (USD 1000),USD 1000,2923.88
China,Chile,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,0.3
China,Chile,"Scallops, including queen scallops, dried, salted or in brine; smoked",Imports,Value (USD 1000),USD 1000,18.48
China,Chile,"Scallops, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,3.8
China,Chile,"Sea-cucumber, frozen",Imports,Value (USD 1000),USD 1000,82.4
China,Chile,"Sea-cucumber, prepared or preserved",Imports,Value (USD 1000),USD 1000,105.84
China,Chile,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Value (USD 1000),USD 1000,202.73
China,Chile,"Toothfish (Dissostichus spp.), frozen",Imports,Value (USD 1000),USD 1000,21463.28
China,Chile,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Value (USD 1000),USD 1000,256.5
China,Chile,"Trout fillets, frozen",Imports,Value (USD 1000),USD 1000,0.54
China,Chile,"Trouts and chars, frozen",Imports,Value (USD 1000),USD 1000,5675.18
China,China,"Abalone meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.81
China,China,"Alaska pollock fillets, frozen",Imports,Value (USD 1000),USD 1000,128.75
China,China,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,31.1
China,China,"Bigeye tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,771.33
China,China,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,0.48
China,China,"Cods nei, salted or in brine",Imports,Value (USD 1000),USD 1000,2.1
China,China,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,187.53
China,China,"Cuttlefish and squid, prepared or preserved",Imports,Value (USD 1000),USD 1000,185.55
China,China,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,4960.8
China,China,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,29.72
China,China,"Eels, frozen",Imports,Value (USD 1000),USD 1000,30.06
China,China,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,82.58
China,China,"Fish dried, whether or not salted, nei",Imports,Value (USD 1000),USD 1000,93.6
China,China,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,212.64
China,China,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,567.09
China,China,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,75.27
China,China,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,31.15
China,China,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,98.28
China,China,"Flatfish nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,104.89
China,China,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,210.5
China,China,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,3570.29
China,China,"Mackerel prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,98.7
China,China,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,1008.28
China,China,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,50.78
China,China,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,92.08
China,China,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,423.65
China,China,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,3154.72
China,China,"Octopus, prepared or preserved",Imports,Value (USD 1000),USD 1000,122.32
China,China,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,100.68
China,China,"River eels, prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,428.38
China,China,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,366.27
China,China,"Scallop meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,7.22
China,China,"Scallops, including queen scallop, frozen",Imports,Value (USD 1000),USD 1000,25.61
China,China,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,328.67
China,China,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,303.71
China,China,"Skipjack tuna, frozen",Imports,Value (USD 1000),USD 1000,4398.09
China,China,"Swordfish, frozen",Imports,Value (USD 1000),USD 1000,148.72
China,China,"Trout fillets, frozen",Imports,Value (USD 1000),USD 1000,81.55
China,China,"Tuna loins and fillets, frozen",Imports,Value (USD 1000),USD 1000,279.1
China,China,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,48.09
China,China,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,898.11
China,"China, Hong Kong SAR","Fish body oils, nei",Imports,Value (USD 1000),USD 1000,22.63
China,"China, Hong Kong SAR","Fish for culture incl. ova, fingerlings etc.",Imports,Value (USD 1000),USD 1000,1864.58
China,"China, Hong Kong SAR","Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,0.56
China,"China, Hong Kong SAR","Scallop meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,606.01
China,"China, Hong Kong SAR","Shark fins, smoked, dried, whether or not salted, etc.",Imports,Value (USD 1000),USD 1000,32.8
China,Colombia,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,800.27
China,Congo,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,1634.49
China,Congo,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,11.43
China,Cook Islands,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1739.76
China,Croatia,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,1.93
China,Croatia,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,2.62
China,Croatia,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Value (USD 1000),USD 1000,5.46
China,Croatia,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,13.61
China,Cuba,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,35475.19
China,Czechia,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,15.41
China,C么te d'Ivoire,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,138.72
China,Denmark,"Alaska pollock, frozen",Imports,Value (USD 1000),USD 1000,317.75
China,Denmark,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,120.41
China,Denmark,Caviar substitutes,Imports,Value (USD 1000),USD 1000,241.23
China,Denmark,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,380.01
China,Denmark,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,83.8
China,Denmark,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,255.7
China,Denmark,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,568.51
China,Denmark,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,34.27
China,Denmark,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,18.41
China,Denmark,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,41.59
China,Denmark,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,16016.68
China,Denmark,"Flatfish nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,64.44
