Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Value
China,Mauritania,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1126.12
China,Mauritania,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,1446.12
China,Mauritania,"Sea-cucumber, frozen",Imports,Value (USD 1000),USD 1000,29.39
China,Mauritania,"Sea-cucumber, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,243.05
China,Mauritius,"Bigeye tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,124.56
China,Mauritius,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,246.1
China,Mauritius,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,2584.54
China,Mauritius,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,4238.65
China,Mexico,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,62.48
China,Mexico,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,40.87
China,Mexico,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,40.88
China,Mexico,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,407.7
China,Mexico,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,66.69
China,Mexico,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,12612.96
China,Mexico,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,73896.87
China,Mexico,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,324
China,Mexico,"Hakes nei, frozen",Imports,Value (USD 1000),USD 1000,44.23
China,Mexico,"Jellyfish, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,13064.53
China,Mexico,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,2408.51
China,Mexico,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,28395.41
China,Mexico,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,48.51
China,Mexico,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,4125.07
China,Mexico,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,74.2
China,Mexico,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,9.14
China,Mexico,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,99561.38
China,Mexico,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,95.61
China,Mexico,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,20.58
China,Mexico,"Sea-cucumber, frozen",Imports,Value (USD 1000),USD 1000,2.79
China,Mexico,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,43155.48
China,Mexico,"Stromboid conchs, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,2.74
China,"Micronesia, Fed.States of","Albacore (=Longfin tuna), frozen, nei",Imports,Value (USD 1000),USD 1000,25.86
China,"Micronesia, Fed.States of","Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,88.38
China,"Micronesia, Fed.States of","Bigeye tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,588.85
China,"Micronesia, Fed.States of","Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,21.67
China,"Micronesia, Fed.States of","Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,0.87
China,"Micronesia, Fed.States of","Skipjack tuna, frozen",Imports,Value (USD 1000),USD 1000,9652.74
China,"Micronesia, Fed.States of","Swordfish, frozen",Imports,Value (USD 1000),USD 1000,59.39
China,"Micronesia, Fed.States of","Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,2135.23
China,Mongolia,"Carps, frozen",Imports,Value (USD 1000),USD 1000,17.49
China,Morocco,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Value (USD 1000),USD 1000,695.03
China,Morocco,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,1465.11
China,Morocco,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,4624.98
China,Morocco,"Fish for culture incl. ova, fingerlings etc.",Imports,Value (USD 1000),USD 1000,240
China,Morocco,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,5000.36
China,Morocco,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,168.77
China,Morocco,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,20236.16
China,Morocco,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,755.98
China,Morocco,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,100.98
China,Morocco,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1.61
China,Mozambique,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,11427.9
China,Mozambique,"Crustaceans nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,1111.16
China,Mozambique,Eels and elvers live,Imports,Value (USD 1000),USD 1000,1.69
China,Mozambique,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,3523.86
China,Mozambique,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,4276.43
China,Mozambique,"Sea-cucumber, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,205.67
China,Mozambique,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,4796.47
China,Myanmar,"Catfish, frozen",Imports,Value (USD 1000),USD 1000,710.55
China,Myanmar,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,750.7
China,Myanmar,"Common sole (Solea Solea), frozen",Imports,Value (USD 1000),USD 1000,472.83
China,Myanmar,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,1547.43
China,Myanmar,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,5615.07
China,Myanmar,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,1670.65
China,Myanmar,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,7834.29
China,Myanmar,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,61.13
China,Myanmar,Eels and elvers live,Imports,Value (USD 1000),USD 1000,79.95
China,Myanmar,"Eels, frozen",Imports,Value (USD 1000),USD 1000,192.87
China,Myanmar,"Fish live, nei",Imports,Value (USD 1000),USD 1000,128.95
China,Myanmar,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,60.98
China,Myanmar,"Fish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,55.45
China,Myanmar,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1248.66
China,Myanmar,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,19329.15
China,Myanmar,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,7282.54
China,Myanmar,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,11.77
China,Myanmar,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2402.11
China,Myanmar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,1049.22
China,Myanmar,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,4613.23
China,Namibia,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,2100.74
China,Namibia,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,22.59
China,Namibia,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,4431.46
China,Namibia,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,259.58
China,Namibia,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1755.28
China,Netherlands,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,21.09
China,Netherlands,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,8960.74
China,Netherlands,"Clams, cockles, arkshells, frozen",Imports,Value (USD 1000),USD 1000,6.27
China,Netherlands,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,7.15
China,Netherlands,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,1.12
China,Netherlands,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,44.28
China,Netherlands,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,11590.91
China,Netherlands,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,68.31
China,Netherlands,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,863.94
China,Netherlands,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,79.56
China,Netherlands,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,31.36
China,Netherlands,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,548.4
China,Netherlands,"Flatfish nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,2.15
China,Netherlands,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,591.44
China,Netherlands,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Value (USD 1000),USD 1000,25.82
China,Netherlands,"Herrings nei, frozen",Imports,Value (USD 1000),USD 1000,2516.63
China,Netherlands,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,1756.95
China,Netherlands,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,1000.3
China,Netherlands,"Mussels, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,22.04
China,Netherlands,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,213.11
China,Netherlands,"Plaices, frozen, nei",Imports,Value (USD 1000),USD 1000,835.55
China,Netherlands,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,161.81
China,Netherlands,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,1781.35
China,New Zealand,"Abalone (Haliotis spp.), frozen",Imports,Value (USD 1000),USD 1000,3006.93
China,New Zealand,"Abalones, shucked or not, live,fresh or chilled",Imports,Value (USD 1000),USD 1000,2522.15
China,New Zealand,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,81.27
China,New Zealand,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,8651.69
China,New Zealand,"Clams, cockles, arkshells, frozen",Imports,Value (USD 1000),USD 1000,227.36
China,New Zealand,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,73.33
China,New Zealand,"Clams, shucked or not, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,144.71
China,New Zealand,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,383.76
China,New Zealand,"Crustaceans nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,17400.59
China,New Zealand,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,100081.64
China,New Zealand,"Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen",Imports,Value (USD 1000),USD 1000,11.84
China,New Zealand,Eels and elvers live,Imports,Value (USD 1000),USD 1000,250.87
China,New Zealand,"Eels, frozen",Imports,Value (USD 1000),USD 1000,0.64
China,New Zealand,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,6645.06
China,New Zealand,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,10.7
China,New Zealand,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,1057.1
China,New Zealand,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,534.46
China,New Zealand,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,13.01
China,New Zealand,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,336.04
China,New Zealand,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,4.54
China,New Zealand,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,109.85
China,New Zealand,"Fish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,23.78
China,New Zealand,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,39504.87
China,New Zealand,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,13483.39
China,New Zealand,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,86.86
China,New Zealand,"Flatfish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,7.43
China,New Zealand,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Value (USD 1000),USD 1000,113.04
China,New Zealand,"Gadiformes fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,1129.13
China,New Zealand,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,40929.73
China,New Zealand,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,1832.17
China,New Zealand,"Hake nei fillets, frozen",Imports,Value (USD 1000),USD 1000,458.2
China,New Zealand,"Hakes nei, frozen",Imports,Value (USD 1000),USD 1000,3345.24
China,New Zealand,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,12812.64
China,New Zealand,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,59.36
China,New Zealand,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,68.7
China,New Zealand,"Mussels nei, frozen",Imports,Value (USD 1000),USD 1000,21536.68
China,New Zealand,"Mussels, dried, salted or in brine, smoked",Imports,Value (USD 1000),USD 1000,15.99
China,New Zealand,"Mussels, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,4581.85
China,New Zealand,"Oysters, dried, salted or in brine, smoked",Imports,Value (USD 1000),USD 1000,2.14
China,New Zealand,"Oysters, frozen",Imports,Value (USD 1000),USD 1000,95.45
China,New Zealand,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1878.41
China,New Zealand,"Pacific salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,5570.84
China,New Zealand,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,529.58
China,New Zealand,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,535.63
China,New Zealand,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,197502.9
China,New Zealand,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,18.52
China,New Zealand,"Salmon fillets, fresh or chilled",Imports,Value (USD 1000),USD 1000,9.16
China,New Zealand,"Salmon fillets, frozen",Imports,Value (USD 1000),USD 1000,114.6
China,New Zealand,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,0.18
China,New Zealand,"Sea-cucumber, prepared or preserved",Imports,Value (USD 1000),USD 1000,87.02
China,New Zealand,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,8884.44
China,New Zealand,"Skipjack tuna, frozen",Imports,Value (USD 1000),USD 1000,26.04
China,New Zealand,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Imports,Value (USD 1000),USD 1000,11.61
China,New Zealand,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Value (USD 1000),USD 1000,57.36
China,New Zealand,"Toothfish (Dissostichus spp.), frozen",Imports,Value (USD 1000),USD 1000,4679.16
China,New Zealand,"Toothfish (Dissostichus spp.), meat, frozen",Imports,Value (USD 1000),USD 1000,18.81
China,Nicaragua,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,48.67
China,Nigeria,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,12.2
China,Norway,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,3202.67
China,Norway,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,235553.69
China,Norway,"Atlantic salmon and Danube salmon, frozen",Imports,Value (USD 1000),USD 1000,466.6
China,Norway,Caviar substitutes,Imports,Value (USD 1000),USD 1000,0.72
China,Norway,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,164.91
China,Norway,"Cods nei, dried,  whether or not salted",Imports,Value (USD 1000),USD 1000,23.38
China,Norway,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,127424.36
China,Norway,"Cods, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,6
China,Norway,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,185.51
China,Norway,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,3914.08
China,Norway,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,4641.87
China,Norway,"Crustaceans nei, dried, salted or in brine, smoked",Imports,Value (USD 1000),USD 1000,101.71
China,Norway,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,9687.48
China,Norway,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,52.72
China,Norway,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,615.67
China,Norway,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,10908.08
China,Norway,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,375.06
China,Norway,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,142.74
China,Norway,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,55.65
China,Norway,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,5.25
China,Norway,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,25552.26
China,Norway,"Fishmeal fit for human consumption, nei",Imports,Value (USD 1000),USD 1000,189.7
China,Norway,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,32.68
China,Norway,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Value (USD 1000),USD 1000,67.69
China,Norway,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,65.28
China,Norway,"Gadiformes, fillets, dried, salted or in brine, not smoked",Imports,Value (USD 1000),USD 1000,174.45
China,Norway,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,49246.24
China,Norway,"Haddock fillets, frozen",Imports,Value (USD 1000),USD 1000,25.98
China,Norway,"Haddock, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.51
China,Norway,"Haddock, frozen",Imports,Value (USD 1000),USD 1000,74023.33
China,Norway,"Hakes nei, frozen",Imports,Value (USD 1000),USD 1000,435.13
China,Norway,"Halibuts nei, frozen",Imports,Value (USD 1000),USD 1000,0.46
China,Norway,"Halibuts, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,4
China,Norway,"Herring nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,101.89
China,Norway,"Herrings nei, frozen",Imports,Value (USD 1000),USD 1000,477.62
China,Norway,"Herrings prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,0.41
China,Norway,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,593.24
China,Norway,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,1040.93
China,Norway,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,104617.23
China,Norway,"Marine mammal oils, nei",Imports,Value (USD 1000),USD 1000,18.32
China,Norway,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Value (USD 1000),USD 1000,3211.59
China,Norway,"Saithe (=Pollock) fillets, frozen",Imports,Value (USD 1000),USD 1000,26.42
China,Norway,"Saithe (=Pollock), frozen",Imports,Value (USD 1000),USD 1000,30830.38
China,Norway,"Salmon fillets, fresh or chilled",Imports,Value (USD 1000),USD 1000,351.55
China,Norway,"Salmon fillets, frozen",Imports,Value (USD 1000),USD 1000,672.83
China,Norway,"Salmonoids meat, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1.71
China,Norway,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,27.04
China,Norway,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Value (USD 1000),USD 1000,1498.94
China,Norway,"Trout fillets, frozen",Imports,Value (USD 1000),USD 1000,160.46
China,Norway,"Trouts and chars, fresh or chilled",Imports,Value (USD 1000),USD 1000,161.65
China,Norway,"Trouts and chars, frozen",Imports,Value (USD 1000),USD 1000,7959.5
China,Norway,"Trouts and chars, smoked",Imports,Value (USD 1000),USD 1000,456.37
China,Pakistan,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,476.75
China,Pakistan,"Aquatic invertebrates, other than live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.04
China,Pakistan,"Clams, cockles, arkshells, frozen",Imports,Value (USD 1000),USD 1000,244.47
China,Pakistan,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,2562.06
China,Pakistan,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,2683.32
China,Pakistan,"Common sole (Solea Solea), frozen",Imports,Value (USD 1000),USD 1000,301.98
China,Pakistan,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,1324.57
China,Pakistan,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,9384.26
China,Pakistan,"Croakers, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.24
China,Pakistan,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,0.1
China,Pakistan,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,15.35
China,Pakistan,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Value (USD 1000),USD 1000,15.43
China,Pakistan,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,17891.36
China,Pakistan,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,99.94
China,Pakistan,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",Imports,Value (USD 1000),USD 1000,67.37
China,Pakistan,"Eels, frozen",Imports,Value (USD 1000),USD 1000,295.73
China,Pakistan,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,59.85
China,Pakistan,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,26.88
China,Pakistan,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,49.72
China,Pakistan,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,32.67
China,Pakistan,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,4918.44
China,Pakistan,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,5.28
China,Pakistan,"Fish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,23.36
China,Pakistan,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,31986.66
China,Pakistan,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,31645.1
China,Pakistan,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,5947.11
China,Pakistan,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,9120.25
China,Pakistan,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Value (USD 1000),USD 1000,83.8
China,Pakistan,"Jellyfish, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,4511.08
China,Pakistan,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,12.14
China,Pakistan,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,1079.91
China,Pakistan,"Mussels nei, frozen",Imports,Value (USD 1000),USD 1000,29.09
China,Pakistan,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,10904.66
China,Pakistan,"Octopus, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.01
China,Pakistan,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Value (USD 1000),USD 1000,29.54
China,Pakistan,"Other aquatic invertebrates, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.53
China,Pakistan,"Pomfrets, ocean breams, fresh or chilled",Imports,Value (USD 1000),USD 1000,106
China,Pakistan,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,390.63
China,Pakistan,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,61.17
China,Pakistan,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,358.37
China,Pakistan,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,0.44
China,Pakistan,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,3654.39
China,Pakistan,"Shrimps and prawns, dried, salted or in brine, smoked nei",Imports,Value (USD 1000),USD 1000,1302.29
China,Pakistan,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,3506.22
China,Pakistan,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,17981.61
China,Pakistan,"Stromboid conchs (Strombus spp), frozen",Imports,Value (USD 1000),USD 1000,61.2
China,Pakistan,"Stromboid conchs, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,2.77
China,Panama,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.26
China,Panama,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,17395.76
China,Panama,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,683.85
China,Papua New Guinea,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,3634.3
China,Papua New Guinea,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,574.94
China,Papua New Guinea,"Skipjack tuna, frozen",Imports,Value (USD 1000),USD 1000,6138.44
