Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
China,"Gadiformes, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.01
China,"Gadiformes, meat, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
China,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9729,10319,18689,16138,21504,23376,25171,25410,33526,22675,19462,13589,18593,49488,65667.83
China,"Haddock fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,16,53,256,84,60.58
China,"Haddock, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,17,142,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
China,"Haddock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,24654,15372,3411,3799,173,168,633,620,2531,5966,11378,15251,17589,25817,37188,42984,35960,45505,55599,61543,50009,41738,42492,33926,49330,48594,48097,41919.9
China,"Hairtails, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,178,210,66,0,27,28,1,1,6,12,1,46,1215,5663,10354,8533,9349,14703,16644.66
China,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122725,90689,76834,55700,80069,107522,152396,158042,137965,91337,100154,97375,62148,59744,60792,42013,29866,25073,58522,113445.95
China,"Hake nei fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,62,92,239,71,20,134.54
China,"Hake nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1267,441,10,287,208,0,128,3,159,1874,940,1972,4888,3579,7690,14535,17177,14792,7435,10842,9806,13671,22146,14333,20218,28272,17733,23849.15
China,"Halibuts nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,658,789,229,216,1183,0,72,893,2168,7356,10618,14214,4591,2885,2672,3268,1018,801,1208,1573,1517,2754,6360,7958,2360,3230,1943.33
China,"Halibuts, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0.17
China,"Herring nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,28,25,118,154,156,238.58
China,"Herring roes, cured",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Herring, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,63,1,0,164,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
China,"Herring,achovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif.saury,scad,capelin,etc,dried,salted or not,not smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,10530
China,"Herrings nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,3074,851,1358,14087,11517,13766,7747,7335,39146,51138,37881,65356,95105,67291,66196,56255,63847,62511,106039,156138,177452,198852,168454,110234,104326,186857,164317,176414.3
China,"Herrings nei, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Herrings prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,10,2,15,28,23,46,47,27,33,16,11,10,20,38,122,10,14,6.51
China,"Herrings, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1,0,16,0,0,1,0,381,1,0,1,1,3,8,0,0,0,2,0,0,1,0,0,4,74,118,210,305.24
China,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,504,767.75
China,"Jack and horse mackerel, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21670,19954,24515,26055,12626,16613,16390,19962.95
China,"Jack and horse mackerels, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,39,42,39,149,78,76.64
China,Jellyfish preparations,Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1,2,26,0,78,137,38,48,167,842,1016,3201,1968,1263,44,0,50,66,76,7,0,0,0,0,0,0,0,550.2
China,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4843,2392,1802,2168,1745,3359,8996,30809.03
China,"Jellyfish, other than prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,14,0
China,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,341,399,135,54,426,367,555,594,786,993,926,972,1278,1279,1650,1328,943,850,778,690,770,860,756,858,958,804,984,1043.89
China,"Livers, roes, milt, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,332,103,51,104,146,569,1087,474,170,102,159,141,69,168,45,10,9,0,0,0,0,0,0,0,0,0,1,0
China,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1216,1270,3013,10214,17607,8821,10418,4610,5337,7216,10539,9047,12687,16529,18034,14008,9764,7498,8180,11920,12888,9339,10134,9515,8306,10341,10037,10556.98
China,"Lobster tails or meat, prep. or pres.",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,7,1,0,6,0,1,0,0,0,0,0,0,0,0,0,165,0,43,33,35,41,8,55,31,4,35,23,239.13
China,"Lobsters (Homarus spp.), dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0
China,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1,0,1,19,2,1,1,0,1,6,4,116,414,808,121,69,122,59,97,102,88,168,82,99,62,38,74,87.54
China,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1863,2885,12676,15785,12178,20951,14148,13812,40844,50827,42510,58478,72831,99372,101971,73271,79224,63164,91613,104183,76422,79085,124198,106548,96106,136027,124888,130156.39
China,"Mackerels, nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,60,827,120,26,0,0,76,42,22,48,0,0,0,0,96,0,31,0,0,2,1,3,9,10,33,41,34.81
China,"Marine mammal oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,738,832,702,170,441,88,15,269,106,108,46,93,140,462,115,4,0,0,105,68,101,2317,17,1,75,61,0,15,1,0,1,1,0.87
China,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
China,"Miscellaneous coastal fish, dried, whether or not salted",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,15,8,15,0,5,2,0,0,2,2,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
China,"Miscellaneous crustaceans, not frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,34,138,234,101,216,9,101,31,43,49,25,86,83,113,266,221,228,302,443,391,885,1234,1293,1278,1872,0,0,0
China,"Miscellaneous demersal fish, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Miscellaneous freshwater fish nei, salted and in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,26,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Miscellaneous freshwater fish, prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,14,0,6,0,0,0
China,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,2094,565,897,0,747,2445,466,853,1430,5361,7483,8982,5861,8283,9577,10352,7599,3705,2822,8413,0,0,0,0,0,0,0,0
China,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6571,23850,42705,82437,133955,1621,324,321.02
China,"Miscellaneous pelagic fish, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Molluscs and other aq. invertebrates, prep. or pres., nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,237,147,198,268,58,276,296,467,1411,1018,2868,1059,1199,5345,8733,10343,23801,23876,39910,52849,0,0,0,0,0,0,0,0
China,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,3726,319,2013,0,733,1116,707,1650,508,2306,102132,53821,31806,9950,1343,1907,3164,2537,4664,8821,0,0,0,0,0,0,0,0
China,"Molluscs live, for human consumption, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,3,3,2,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Molluscs live, spat, for breeding and other purposes, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,20,36,7,0,74,3055,4992,3542,3930,528,278,83,2,0,1,3,3,0,1,5,3,0,0,0,2,0,0,0
China,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,10971,14775.68
China,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4829,5291,5282,3837,3310,5324,5953,6161.47
China,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,1163,893,36810,17888,7389,2223,4303.79
China,"Mussel meat, prepared or preserved, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,88,43,416,730,795,792,1118.79
China,"Mussels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4527,5615,3786.32
China,"Mussels, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,559,288,976,667,919,761,378,90,891,1501,1290,1706,1325,1199,1587,859,948,1108,1050,734,1238,1470,2068,2349,3251,1,4,0.7
China,"Mussels, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,4,117,195,159,18,120,15,187,172,33,113,86,204,2642,12444,6354,2171,2258,898,157,16,73,483,341,212,405,646,1002.4
China,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,602,55,169,58,6,0,10.27
China,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31
China,"Nile perch fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Nile perch fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,355,323,410,210,313,454,450.31
China,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,461,466,355,432,644,491,488.94
China,"Norway lobsters (Nephrops spp.), nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
China,"Norway lobsters (Nephrops spp.), nei, not frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
China,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5626,10484,20420.42
China,"Octopus, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,143,214,99,157,244,281,486,1148,743,272,80,162,10,119,0,22,108,118,78,14,3,0,0,7,0,20,4,0.23
China,"Octopus, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,333,1359,1200,1641,1947,2586,2080,3812,6397,6660,9865,8676,7135,6570,5817,6898,6221,3951,3341,2665,5105,8430,2086,2024,2869,207,12,34.37
China,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,2,2,5,19,228,182.75
China,Ornamental fish nei,Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,22,0,115,17,18,15,11,35,0,0,0,0,0,0,0,0,0,0,48,52,0,0,0,0,0,0,0,0
China,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,74,123,141,209,236,267,203.11
China,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,24,44,85,100,119,58.02
China,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,150,393,74,98,1660,1901,4104.86
China,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,249,203,238,209,249,125,183,185,152,199,137,155,107,87,43.18
China,"Other aquatic invertebrates, prepared or preserved, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,370,188,336,0,25,24,0.89
China,"Oyster meat, prepared or preserved, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,2,25,21,20.56
China,"Oysters, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,222,238,164,151,35,13,0.23
China,"Oysters, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,734,728.71
China,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,26,36,71,131,154,23,184,189,134,397,336,449,553,496,517,276,122,261,735,951,808,937,1336,1998,2365,3028,3347,3623.45
China,"Pacific salmons, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,30,30,94,428,419,477,514.28
China,"Pacific salmons, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1880,478,4647,1543,2719,9652,22530,14640,18815,42165,39144,64618,76218,118929,139203,114746,91359,182303,155973,203591,105783,180594,144364,133015,155415,150020,214985,150495.1
China,"Plaices, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,973,1379,2092,10,0,0,0,0,466,1500,1,835,630,314,276,0,0,0,1,1,0,2,0,4,6,0,0,4.62
China,"Plaices, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,3616,2777,21817,29496,16493,42453,36897,29057,70928,72877,77806,78830,89076,137571,131320,128743,132955,109847,132420,152002,73658,8409,6298,3231,3581,2147,993,659.09
China,"Pomfrets, ocean breams, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,3,14,3,0,0,0,1,0,16,34,261,782,303,303,252.81
China,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,1755,1136,943,2511,2551,2695,4383,3270,4195,6219,4840,3565,2479,3306,2921,2853,2655,3596,11926.33
China,"Puffer, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,71,0,10.69
China,"Rays and skates (Rajidae) meat, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,135,0
China,"Rays and skates (Rajidae), fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
China,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,1090,629,693,587,1294,1614,2373.59
China,"River eels, prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,15,43,288,128,55,34,22,98,34,307,235,71,113,93,81,87,155,82,119,165,202,103,115.8
China,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353,15378,17031.63
China,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,73,91,84,264,247,420,1284,638,135,222,376,810,1338,1568,1718,1473,48,185,506,465,255,244,193,921,1242,2483,3227,4093.34
China,"Rock lobster and other sea crawfish, not frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,26,177,175,143,197,13,7,116,343,227,640,1179,1633,1462,636,837,906,742,3554,7173,6909,8738,7827,6331,7058,0,0,0
China,"Saithe (=Pollock) fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,309,620,151.29
China,"Saithe (=Pollock), fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,2231,947,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58
China,"Saithe (=Pollock), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,5484,4074,4634,5522,1951,8585,1273,1731,2888,951,1745,1043,1326,1747,4834,4986,13060,19257,18262,23512,11893,13209,12639,11239,9774,12732,14190,14633.27
China,"Salmon fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,3,11,21,52.74
China,"Salmon fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,1559,2509,1028,974,947,945,439.95
China,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,4,0,1,18,4,28,5,7,5,13,25,9,17,12,4,20,14.33
China,"Salmonoids meat, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2.95
China,"Salmonoids, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,136,0,2,3,24,83,148,12,8,10,1,0,1,0,0,1,0,0,20,13,6,4,0,0,1,14,0,0
China,"Salmonoids, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,382,334,2118,2449,2336,3187,3318,2468,3677,5471,3323,1850,2970,3327,10039,8862,8128,10941,8691,12130,9211,2250,1191,853,900,1693,751,1232.32
China,"Salmons, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,267,401,332,1189,136,4,11,707,1289,1258,1936,4022,1853,439,120,482,149,0,0,87,0,0,0,0,0,0,0,0
China,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,20,21,17,21,13,15,12,19,25,27,20,14,29,58,49,27,36,8,31,37,27,33,44,35,21,57,40,19.89
China,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,1,4,1,45,0,0,0,71,0,0,0,0,0,0,1,1,1,2,3,0,0,1,1,3,1,124,8,17.29
China,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,2698,816,227,325,770,318,3336,2208,1948,5613,6650,11326,13428,21159,14238,14140,10992,12679,13748,13836,20610,8649,3887,3755,7778,8130,32005,55167.09
China,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,7,6,26,18,1,44,27,36,23,46,31,36,20,42,92,84,61,56,90,126,307,280,238,184,183,148,149,147.85
China,"Scallop meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,448,318,637,1699,710,4467,1770.32
China,"Scallops, including queen scallop, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31040,57181,61967.11
China,"Scallops, including queen scallops, dried, salted or in brine; smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,57,89,87,199,489,935,766,1614,1239,1578,1204,1226,1015,937,803,763,1077,1172,5887,4979,13138,23138,27057,53419,43431,1302,830,107.93
China,"Scallops, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0,0,0,0,0,0,0,150,492,733,393,70,109,30,618,877,512,341,667,1021,793,154,9,23,9,203,142,463,588,2292,2371,1932,2624,11305,5394.15
