Country (Name),Name1,Name,Fishing_area,Production_source,Unit (Name),[1950],[1951],[1952],[1953],[1954],[1955],[1956],[1957],[1958],[1959],[1960],[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
China,Silver croaker,Silver croaker,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89234,92886,89915,125841,108203,125645,126470,131026,124935,120502,120408,109471,108461,102378,94412,95889,90126
China,Large yellow croaker,Large yellow croaker,"Pacific, Northwest",Capture production,Tonnes - live weight,40800,58800,74400,75600,92000,100700,117000,114000,114000,120000,120000,120000,126000,126000,126000,132000,132000,132000,138000,138000,158700,143800,149300,137900,197179,140016,123670,91229,93821,82938,86361,79786,58640,33554,40733,26101,17243,17239,18083,19416,25443,25362,36437,34820,69181,67031,80072,64648,62870,57077,105451,65086,70689,86370,75739,64119,70763,69392,55922,62807,63358,65234,71075,91070,95515,104560,79543,68890,68317,59830
China,Chinese mystery snail,Chinese mystery snail,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56467,56766,63621,82828,84176,93629,97471,106521,99475,101763,100536,100143,101490,100884,98894,95691,92893
China,Pirapatinga,Pirapatinga,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71473,74601,73107,81076,81528,77462,84314,82398,89730,89176,91956,94176,98815,89255,82119,64249,68651
China,Penaeus shrimps nei,Penaeus shrimps nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,149,216,267,447,734,1181,3870,4512,5716,9760,10093,14885,17100,19300,40664,82827,153272,199418,185890,184817,219571,206866,87856,63872,78416,88851,96463,129614,152066,192339,179351,161386,25338,35661,43555,31301,46161,54137,59931,65994,72926,84384,104168,111056,97076,88424,99212,105240,132196
China,Groupers nei,Groupers nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23453,28876,34039,43516,42854,45213,43645,47902,56747,69747,78898,84228,95790,107203,131536,159579,183127
China,Chinese pond mussel,Chinese pond mussel,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70053,73294,74418,83251,84470,89392,87539,91960,85782,84105,95160,83874,87691,88166,69436,58866,57658
China,Elongate ilisha,Elongate ilisha,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,12400,11100,0,0,0,0,0,11579,14719,14890,14753,12537,13584,16613,17302,19937,12494,14680,15823,23454,31112,30014,28624,32540,46635,51339,71655,74707,95721,92385,86460,80406,81547,80688,84473,97062,88782,94183,98656,86743,84614,83262,84033,80448,85128,82838,75167,67689,67220
China,Blue swimming crab,Blue swimming crab,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14669,16757,13714,15000,20000,25168,51288,42281,42711,45603,48120,50691,52732,67703,65004,53966,58492,68588,64059,60704,67151,70165,71146,77429,83877,83766,86809,79491,79444,79153
China,Sturgeons nei,Sturgeons nei,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9391,9729,13297,14827,21862,21396,28257,34076,41784,50259,58775,68871,82436,78764,83058,96914,102042
China,Frogs,Frogs,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67500,63747,71150,74219,77368,81871,90415,77230,73778,75893,79393,84358,78591,85572,91653,102255,107352
China,[Rhopilema esculentum],[Rhopilema esculentum],"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23470,34486,48180,32887,42115,47405,62242,57855,66484,61127,63660,64542,75299,79342,82280,72664,89576
China,Giant tiger prawn,Giant tiger prawn,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44723,53004,66243,70165,61617,60899,59515,54961,57850,61860,68920,71554,72492,71894,75227,75356,84066
China,Red drum,Red drum,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39329,38066,40011,46443,49291,50947,48551,50700,61803,62969,56600,66844,68675,67931,68559,68253,70187
China,Lefteye flounders nei,Lefteye flounders nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26715,30109,17251,19710,16549,23141,25671,22468,42365,43812,44342,56801,67279,68080,60737,47967,49809
China,"Porgies, seabreams nei","Porgies, seabreams nei","Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37010,40465,38681,49328,54873,36250,39788,43683,53677,50144,54661,56657,66853,72181,81107,88375,101279
China,Mi-iuy (brown) croaker,Mi-iuy (brown) croaker,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36671,28693,17943,26735,37509,34659,35726,41677,36232,42157,71443,70033,65387,69372,58794,60944,62287
China,Turbot,Turbot,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,20000,50000,40000,50000,55000,60000,60000,64000,65000,73000,64000,59000,49500,45500,60000,66300
China,Charybdis crabs nei,Charybdis crabs nei,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61460,49286,60400,43643,64829,64927,39779,62851,61267,62010,57483,59812,58392,32542,34750,28462,24259
China,Chinese mitten crab,Chinese mitten crab,Asia - Inland waters,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34540,32603,38564,38875,44119,46323,52495,53832,48630,61281,55578,52351,52587,47963,44655,41840,38879
China,Pacific saury,Pacific saury,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,26000,76200,48500,63000,50400,50000,50000
China,Tuna-like fishes nei,Tuna-like fishes nei,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23477,15556,13126,12134,16824,25582,259,152,59400,57614,20945,41851,57052,37745,31369,38848,43346,41194,43044,44354,47160,49558,58258,55057,38196
China,Aquatic invertebrates nei,Aquatic invertebrates nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,2,6,14,17,20,24,30,36,44,53,65,79,96,117,142,205,209,255,309,476,857,1200,776,879,999,1214,1476,2721,2001,2540,2731,2901,4333,4354,5989,8599,16582,28142,24484,7265,20156,47771,26861,30100,31864,45838,40380,41443,40974,35391,44825,104008,107912,130036,59341,67646,73854,55115,47021,46882.47,45359,75183,106014.58
China,Kuruma prawn,Kuruma prawn,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37119,39524,35942,47586,49957,47721,49825,53174,48604,47347,43978,45367,44376,55368,52466,55228,50968
China,Tilefishes nei,Tilefishes nei,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45019,55182,57446,52659,52477,40795,40437,37263,40729,43624,42631,42150,43514,41865,45842,41681,39778
China,Fleshy prawn,Fleshy prawn,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54002,47580,43649,46161,42257,42552,43876,43975,39697,39493,40133,46035,42910,39010,37458,55756,38583
China,Cephalopods nei,Cephalopods nei,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20194,43319,33963,26253,37343,49786,53451,51274,52225,61821,58353,43425,41845,40315,48752,42880,42136
China,River and lake turtles nei,River and lake turtles nei,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8037,8051,11623,14247,17260,20028,22084,24208,26162,29896,34551,32862,39469,44326,45798,47676,45750
China,Japanese jack mackerel,Japanese jack mackerel,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47016,21991,165065,131475,186411,59028,25311,26251,29827,29417,31321,38253,38182,38661,37510,40613,39966
China,Antarctic krill,Antarctic krill,"Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,16020,4469.15,34811.43,51188.96,35426.9,65018.21,37599.5,40495.88,50379.78
China,Cobia,Cobia,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14428,14431,16516,20241,25855,23475,28768,35282,35468,36427,37927,33989,35313,37065,43657,38831,42224
China,Aquatic invertebrates nei,Aquatic invertebrates nei,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29916,21276,34758,40448,49080,44844,40410,38729,32661,33968,32737,42133,45036,52341.65
China,Skipjack tuna,Skipjack tuna,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,2750,7713,20284,20104,38928,47776,48745,43406,67635,42255,68194,44303,73607,53028,30780,12867,10895,1775,1990
China,Aquatic invertebrates nei,Aquatic invertebrates nei,Asia - Inland waters,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42611,38033,37032,33492,36760,35423,45430,44368,39198,37142,33053,30704,29261,27749,25669,22430,17645
China,Chilean jack mackerel,Chilean jack mackerel,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,20090,76261,94690,131020,143000,160000,140582,143182,117963,63606,32862,13012,8329,21155,29180,20207,29200,24366,22894
China,Freshwater molluscs nei,Freshwater molluscs nei,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9248,10133,13433,11592,10965,30631,26613,24852,32008,28927,15485,288520,25536,27212,24752,23234,20906
China,Rainbow trout,Rainbow trout,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8818,10247,12521,13198,14412,16776,16091,15818,18575,23589,26356,25528,24828,35198,41460,38606,39373
China,Asian clam,Asian clam,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19533,24820,27851,29871,26844,18980,19798,18807,21101,20884,21327,22163,23280,21823,21746,18006,18185
China,Chinese longsnout catfish,Chinese longsnout catfish,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,5127,5455,19925,13818,15347,17609,16496,16148,23920,14674,22258,22776,24823,21331,21610,22063
China,Tiger pufferfish,Tiger pufferfish,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878,13003,16446,17502,14994,15518,18650,16606,11087,12626,13777,17323,22387,22993,24403,23054,17473
China,Amberjacks nei,Amberjacks nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10131,11000,10473,11054,11528,19511,19180,16291,12701,12547,34423,18419,19620,23074,25933,25810,29997
China,Clearhead icefish,Clearhead icefish,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7553,10207,11748,14688,16958,15822,17238,17828,17110,18947,19281,18638,19297,21088,20699,16249,13541
China,Pen shells nei,Pen shells nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35178,4867,8081,17931,12095,11155,15192,30041,28716,14432,16580,16838,17469,17191,16503,14465,13457
China,"Freshwater prawns, shrimps nei","Freshwater prawns, shrimps nei",Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51212,24538,46316,16574,40859,13096,15476,15042,14837,19073,100110,15629,16501,33977,68292,32172,26128
China,Pacific herring,Pacific herring,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,30900,181900,120500,71677,57657,55321,17539,21806,38938,37981,35073,23464,21267,9444,3228,6445,12971,12026,5456,3941,2472,2209,994,1330,2325,1665,14584,19318,15557,13090,44321,41427,38237,32009,33245,49215,21702,26207,21668,21637,18325,17617,17838,15809,15303,16514,10887,10304,11374
China,Marine crabs nei,Marine crabs nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37465,40199,54995,64509,85068,110457,134302,156166,9648,8791,12075,12733,16898,18694,8690,20582,16586,14625,10810,11482,14143,13310,14278,19834,19217
China,Salmonoids nei,Salmonoids nei,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,2043,1242,1274,2897,1829,1424,1382,1803,2332,3020,9999,12935,3106,3089,2446,1955
China,Albacore,Albacore,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,1624,1327,915,2130,1354,1575,653,398,360,1478,5133,10350,15489,14305,12564,11932,10194,8555,9592
China,Bigeye tuna,Bigeye tuna,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,3074,7614,4388,10494,6495,9277,7956,8822,8038,7749,9750,8429,9748,9098,12279,10658,8953,9479,10628
China,Pond smelt,Pond smelt,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7782,8682,7533,8987,10515,10962,14573,12504,13013,13597,16338,11003,11892,13439,12067,14249,10730
China,Yellowfin tuna,Yellowfin tuna,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,173,481,1315,2754,4823,5837,2757,1419,1435,2237,2207,2359,1371,2713,2384,11065,7194,8086,14920,12545,11311,10610,8129,10718,7920,9154,6161,10392,5692,6382
China,Righteye flounders nei,Righteye flounders nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4689,7042,4965,5050,5382,8274,11388,5213,8067,9996,5375,9203,8255,13329,13655,13915,12337
China,Sea urchins nei,Sea urchins nei,"Pacific, Northwest",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,6554,5703,9544,7428,3023,6016,5987,6440,5608,6152,6490,6959,10039.6,9708.16,8844,8242.63
China,Albacore,Albacore,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,492,112,0,0,5366,2230,3089,4451,5021,6116,5241,6188,4730,5303
China,Yellowfin tuna,Yellowfin tuna,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,1994,1457,1425,3015,1548,2072,1548,1218,1461,1142,3215,3970,2925,4818,5237,4633,4023,7161,8029
China,Skipjack tuna,Skipjack tuna,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,2616,5180,425,0,0,0
China,Obscure pufferfish,Obscure pufferfish,Asia - Inland waters,Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1065,1025,1983,1366,2115,2174,2742,3799,3464,4418,4368,4738,5044,6283,12710,9911
China,Bigeye tuna,Bigeye tuna,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,877,890,1917,4258,7237,8070,8289,6511,4637,2261,957,174,2262,4263,3766,4571,4001,4783,3832,1822
China,Albacore,Albacore,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,230,35,2,4,12,29,20,522,1443,4536,3602,5357,5573,6592,7391
China,Bigeye tuna,Bigeye tuna,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,428,476,520,427,656,2520,393,2897,3044,5503,4060,1287,4842,4349,3134,2171,3853,3060,2371,1600,1110,3322,3212,4291,2924,2429
China,Atlantic chub mackerel,Atlantic chub mackerel,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,8,59,36,18,0,0,325,0,0,0,0,103,9613,5948,373,868,3295,251,0,0,0
China,Swordfish,Swordfish,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,319,852,718,1347,672,1485,1040,2106,1137,1305,1746,2074,2185,2636,3190,2189,2408,3674,4119
China,Jack and horse mackerels nei,Jack and horse mackerels nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,0,0,3,115,1369,0,5288,107,68,45,684,331,3212,15440,121,3509,2890,405,0,0,0
China,Albacore,Albacore,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,8,5,8,2,1,3473,2056,2711,2710,5827,4522,3307,5437,4746,14827,19860,10739,5986,16340,10594,3635,2691,3081,19089,13683,15341
China,Bigeye tuna,Bigeye tuna,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,99,276,526,1400,3665,7846,4744,3261,2243,1836,1805,1981,2227,739,6598,1230,1324,2385,2114,3235,5660,4850,4075,4015,3036,4030,2421,2115,2531,2650,2971
